VIN	order_num	vendor_name	part_number	description	price	status	qty
BYNUGAHZM1L977542	001	Sumace	SE-EAES0126	Thermostat	19.95	installed	1
EV4TH4BF5DQ470200	002	Sumace	SE-BAED0027	Door seal	8.09	installed	1
EV4TH4BF5DQ470200	002	Sumace	SE-EAEGAM0070	Temperature gauge	44.43	installed	2
HGHHV1IWCUX780355	003	Sumace	SE-BAE0003	Exposed bumper	16.86	installed	1
HGHHV1IWCUX780355	003	Sumace	SE-EAECS0050	Alternator bracket	10.17	installed	1
HGHHV1IWCUX780355	003	Sumace	SE-EAES0120	Door switch	78.52	installed	1
HGHHV1IWCUX780355	003	Sumace	SE-EAESS0118	Starter solenoid	124.39	installed	1
HIEWYKOMDAK597903	002	Sumace	SE-BAE0015	Roof Rack	45.27	installed	1
HIEWYKOMDAK597903	002	Sumace	SE-EAEIS0075	Coil wire	10.39	installed	1
HIEWYKOMDAK597903	003	Sumace	SE-EAEAD0047	Subwoofer	86.88	installed	1
HIEWYKOMDAK597903	003	Sumace	SE-EAECS0050	Alternator bracket	91.13	installed	1
HIEWYKOMDAK597903	003	Sumace	SE-ICS0162	Seat track	52.57	installed	1
HJHFHI4TARG736468	003	Sumace	SE-EAES0114	ABS sensor	129.36	installed	1
HJHFHI4TARG736468	003	Sumace	SE-ICS0157	Fastener	42.26	installed	1
JA7YVHAFRLT437706	002	Sumace	SE-EAES0111	MAP sensor	5.22	installed	1
JBPIGW2CI42143239	002	Sumace	SE-ICS0158	Headrest	3.28	received	1
JBPIGW2CI42143239	002	Sumace	SE-PACBS0189	Hold-down springs	77.82	installed	1
JBPIGW2CI42143239	003	Sumace	SE-EAELASS0084	Fog Light	41.75	received	1
JBPIGW2CI42143239	003	Sumace	SE-EAES0125	Switch panel	42.92	ordered	1
JBPIGW2CI42143239	003	Sumace	SE-ICS0160	Seat bracket	77.88	ordered	1
JBPIGW2CI42143239	003	Sumace	SE-PACBS0198	Other braking system parts	52.50	received	1
JS0Y5W8KIDC106093	004	Sumace	SE-BAE0009	Front fascia and header panel	28.73	installed	1
JS0Y5W8KIDC106093	004	Sumace	SE-EAES0127	Frame Switch	11.99	installed	1
JS0Y5W8KIDC106093	004	Sumace	SE-PACBS0181	Brake shoe	25.72	installed	1
KEZRVGOFFMA250868	002	Sumace	SE-BAEW0033	Glass	70.18	received	1
KEZRVGOFFMA250868	002	Sumace	SE-EAES0094	Anti-pinch sensor	92.72	installed	1
KEZRVGOFFMA250868	002	Sumace	SE-EAES0107	Temperature sensor	27.26	received	1
KEZRVGOFFMA250868	002	Sumace	SE-EAESS0116	Starter drive	36.90	ordered	1
KZQ5C1NSWAJ790169	004	Sumace	SE-EAEAD0042	Antenna cable	76.09	installed	4
KZQ5C1NSWAJ790169	004	Sumace	SE-EAEGAM0070	Temperature gauge	59.72	installed	1
KZQ5C1NSWAJ790169	004	Sumace	SE-EAEWH0131	Underfloor harness	2.08	installed	1
L6EFDBPTY1B405814	001	Sumace	SE-EAEIS0075	Coil wire	46.59	installed	1
MRHT53HXAKW856444	003	Sumace	SE-EAES0104	Pressure sensor	14.12	installed	1
MRHT53HXAKW856444	003	Sumace	SE-EAESS0117	Starter Motor	56.20	installed	3
MRHT53HXAKW856444	003	Sumace	SE-EAEWH0128	Air conditioning harness	74.85	installed	1
NKY5WJPCYVC675161	004	Sumace	SE-PACBS0186	Caliper	45.76	received	1
NNKIP3UNIGZ353715	002	Sumace	SE-EAES0106	Rotational sensor	54.02	installed	4
NNKIP3UNIGZ353715	002	Sumace	SE-PACBS0184	Brake warning light	93.33	installed	1
NNKIP3UNIGZ353715	002	Sumace	SE-PACBS0189	Hold-down springs	95.35	installed	4
NNKIP3UNIGZ353715	002	Sumace	SE-PACBS0191	Brake booster hose	40.17	installed	1
OY3DWMTTXNP309610	004	Sumace	SE-BAE0002	Unexposed bumper	41.32	ordered	1
OY3DWMTTXNP309610	004	Sumace	SE-BAE0009	Front fascia and header panel	10.00	received	1
OY3DWMTTXNP309610	004	Sumace	SE-EAEGAM0068	Speedometer	39.23	received	2
OY3DWMTTXNP309610	004	Sumace	SE-PACBS0192	Air brake nylon hose	1.08	received	1
QPMO737UII0340028	002	Sumace	SE-EAES0113	Oil level sensor	17.32	ordered	1
QPMO737UII0340028	002	Sumace	SE-ICS0158	Headrest	23.80	received	1
RAZB0H0MQX5869731	001	Sumace	SE-EAESS0116	Starter drive	117.84	ordered	1
RH3XN0D50EO772614	001	Sumace	SE-BAE0005	Decklid	14.22	installed	1
RXLO3PC8EG8307071	002	Sumace	SE-EAES0093	Airbag sensor	25.64	installed	1
T1TFNQC1QZ0222284	001	Sumace	SE-EAEM0148	Speedometer calibrator	113.03	installed	1
TOIFP5YHHJC099537	003	Sumace	SE-EAECS0048	Alternator	21.15	received	1
TOIFP5YHHJC099537	003	Sumace	SE-EAES0101	Manifold absolute pressure sensor	55.19	ordered	1
TOIFP5YHHJC099537	003	Sumace	SE-EAES0124	Switch cover	57.42	received	1
TOIFP5YHHJC099537	003	Sumace	SE-PACBS0190	Hose	35.44	received	1
U1GXDUQ2NVP642154	005	Sumace	SE-EAEM0146	Shift improver	60.93	ordered	1
U3SEY7BL74U428566	005	Sumace	SE-EAECS0049	Alternator bearing	16.99	installed	1
U3SEY7BL74U428566	005	Sumace	SE-EAEESS0057	Battery cable	23.31	installed	2
U3SEY7BL74U428566	005	Sumace	SE-EAEWH0129	Engine compartment harness	94.32	installed	3
U4DAG21M25I154677	003	Sumace	SE-10141	Fuse Box: The Alternative Tribute	13.80	installed	1
U4DAG21M25I154677	003	Sumace	SE-BAE0002	Unexposed bumper	18.38	installed	3
U4DAG21M25I154677	003	Sumace	SE-EAEM0134	Central locking system	77.70	installed	1
U4DAG21M25I154677	003	Sumace	SE-EAESS0119	Spark Plug	21.71	installed	1
VOCIAMIZKKN350227	001	Sumace	SE-EAEIS0079	Ignition Coil	35.95	ordered	1
VOCIAMIZKKN350227	001	Sumace	SE-PACBS0168	Brake backing plate	27.39	ordered	1
VOCIAMIZKKN350227	003	Sumace	SE-BAEW0036	Window motor	26.30	ordered	1
VOCIAMIZKKN350227	003	Sumace	SE-EAELASS0083	Engine bay lighting	23.52	received	1
VOCIAMIZKKN350227	003	Sumace	SE-EAES0105	Rain sensor	18.25	received	1
VTJI8XXO2CO552773	002	Sumace	SE-BAEW0033	Glass	31.60	ordered	1
VTJI8XXO2CO552773	002	Sumace	SE-EAEESS0056	Battery cable terminal	25.59	received	4
VTJI8XXO2CO552773	002	Sumace	SE-EAEGAM0065	Fuel gauge	28.43	ordered	2
VTJI8XXO2CO552773	002	Sumace	SE-EAEGAM0069	Tachometer	30.65	received	4
W85FIU0UPWJ342063	003	Sumace	SE-EAEM0138	Engine computer and management system	4.45	installed	1
WQGPTZ2HOU7481211	001	Sumace	SE-EAEIS0078	Ignition box	219.56	installed	1
YA0EN8KRBAN266216	001	Sumace	SE-EAEGAM0067	Odometer	16.49	received	1
YA0EN8KRBAN266216	001	Sumace	SE-EAEIS0076	Distributor	7.38	ordered	1
03KAPEOTGE8482192	003	Xx-zobam	XM-EAEGAM0068	Speedometer	15.90	ordered	1
03KAPEOTGE8482192	003	Xx-zobam	XM-EAEIS0081	Ignition controller	61.43	received	2
03KAPEOTGE8482192	003	Xx-zobam	XM-EAEM0148	Speedometer calibrator	42.20	received	1
1V61QHRD20E210923	004	Xx-zobam	XM-EAES0124	Switch cover	14.14	ordered	1
1V61QHRD20E210923	004	Xx-zobam	XM-ICS0160	Seat bracket	54.13	received	1
2CB6WLH88NB344487	001	Xx-zobam	XM-EAES0093	Airbag sensor	58.29	installed	2
2CB6WLH88NB344487	001	Xx-zobam	XM-EAES0100	Light sensor	4.56	installed	1
2CB6WLH88NB344487	002	Xx-zobam	XM-EAEIS0076	Distributor	33.25	installed	1
2CB6WLH88NB344487	002	Xx-zobam	XM-EAEM0140	Fuse	37.07	installed	3
2CB6WLH88NB344487	002	Xx-zobam	XM-EAES0103	Power-steering pressure sensor	16.41	installed	1
2CB6WLH88NB344487	002	Xx-zobam	XM-ICS0158	Headrest	4.10	installed	1
2Y1UCXYY50T192604	001	Xx-zobam	XM-EAES0126	Thermostat	172.45	installed	5
3EAZYH5SPE8904041	002	Xx-zobam	XM-BAE0013	Radiator core support	62.75	installed	1
3EAZYH5SPE8904041	002	Xx-zobam	XM-EAEM0138	Engine computer and management system	66.74	installed	1
3EAZYH5SPE8904041	002	Xx-zobam	XM-ICS0154	Bench Seat	136.21	installed	4
3P0R7483FP1117876	003	Xx-zobam	XM-ICS0157	Fastener	98.21	installed	1
4TJ5T18OMFN710800	001	Xx-zobam	XM-EAEESS0060	Battery tray	55.56	installed	1
4TJ5T18OMFN710800	001	Xx-zobam	XM-EAES0098	Fuel level sensor	46.10	installed	1
4TJ5T18OMFN710800	001	Xx-zobam	XM-ICS0154	Bench Seat	16.81	installed	2
4TJ5T18OMFN710800	001	Xx-zobam	XM-ICS0156	Children and baby car seat	61.18	installed	2
5IZQ0A8JNL8536828	001	Xx-zobam	XM-BAE0014	Rocker panel	27.14	received	1
5IZQ0A8JNL8536828	001	Xx-zobam	XM-PACBS0165	Adjusting mechanism	15.54	ordered	1
5IZQ0A8JNL8536828	001	Xx-zobam	XM-PACBS0194	Hydraulic booster unit	44.03	installed	1
5NFMDSJIMMB492412	002	Xx-zobam	XM-EAEGAM0072	Vacuum gauge	98.53	ordered	1
5NFMDSJIMMB492412	002	Xx-zobam	XM-EAEIS0076	Distributor	54.53	received	1
5NFMDSJIMMB492412	002	Xx-zobam	XM-EAELASS0091	Tail light	70.10	ordered	2
6WRD8C6784B120048	004	Xx-zobam	XM-EAEIS0075	Coil wire	54.01	installed	1
8W38A5ZZFKA123439	003	Xx-zobam	XM-BAE0016	Spoiler	135.15	installed	1
8W38A5ZZFKA123439	003	Xx-zobam	XM-EAES0109	ABS brack sensor	118.63	ordered	1
8W38A5ZZFKA123439	003	Xx-zobam	XM-ICS0157	Fastener	4.28	ordered	1
BCTZOAWQMHJ300759	001	Xx-zobam	XM-EAECS0050	Alternator bracket	56.90	installed	1
BCTZOAWQMHJ300759	001	Xx-zobam	XM-EAES0109	ABS brack sensor	138.84	installed	3
BCTZOAWQMHJ300759	001	Xx-zobam	XM-EAES0123	Steering column switch	84.42	installed	1
BW4Z2PQG761237438	001	Xx-zobam	XM-BAE0018	Rear spoiler	44.79	installed	1
BW4Z2PQG761237438	001	Xx-zobam	XM-EAEM0147	Speed controller	124.39	installed	1
BW4Z2PQG761237438	001	Xx-zobam	XM-EAES0099	Knock sensor	25.31	installed	2
BW4Z2PQG761237438	001	Xx-zobam	XM-PACBS0183	Shoe web	71.42	installed	1
D244CUCA1UX127908	001	Xx-zobam	XM-EAEM0150	Wiring connector	20.62	installed	1
D244CUCA1UX127908	001	Xx-zobam	XM-PACBS0165	Adjusting mechanism	18.33	installed	1
D244CUCA1UX127908	001	Xx-zobam	XM-PACBS0175	Brake pedal	34.12	installed	1
D244CUCA1UX127908	001	Xx-zobam	XM-PACBS0183	Shoe web	11.49	installed	1
EJET1HMTOKB682315	003	Xx-zobam	XM-BAEW0034	Sunroof	32.54	installed	1
EJET1HMTOKB682315	003	Xx-zobam	XM-EAEAD0045	Speaker	20.69	ordered	1
EJET1HMTOKB682315	003	Xx-zobam	XM-EAEM0142	Performance chip	15.56	installed	1
F253TPAMQK3083569	001	Xx-zobam	XM-BAED0030	Door and bonnet	75.78	installed	1
F253TPAMQK3083569	001	Xx-zobam	XM-EAEM0138	Engine computer and management system	18.79	installed	1
F253TPAMQK3083569	001	Xx-zobam	XM-PACBS0163	Anti-lock braking system	35.03	installed	1
F42NYNK4BK3657449	003	Xx-zobam	XM-BAEW0034	Sunroof	48.68	installed	1
F42NYNK4BK3657449	003	Xx-zobam	XM-EAEAD0041	Antenna assembly	51.78	installed	1
F42NYNK4BK3657449	003	Xx-zobam	XM-EAEGAM0069	Tachometer	8.18	installed	2
F42NYNK4BK3657449	003	Xx-zobam	XM-EAEIS0082	Magneto	43.95	installed	1
FXCJT6N4BUT928292	002	Xx-zobam	XM-BAEW0039	Windshield washer motor	15.82	installed	1
FXCJT6N4BUT928292	002	Xx-zobam	XM-EAEM0134	Central locking system	47.42	installed	1
GEW8SXH3TWS985107	003	Xx-zobam	XM-BAE0007	Fender Musical Instruments Corporation	13.30	installed	1
GEW8SXH3TWS985107	003	Xx-zobam	XM-EAEGAM0067	Odometer	59.35	installed	1
GEW8SXH3TWS985107	003	Xx-zobam	XM-EAEM0136	Cruise control computer	44.80	installed	1
GEW8SXH3TWS985107	003	Xx-zobam	XM-EAEM0145	Remote lock	23.71	installed	1
GHEDZEHRLGJ237205	002	Xx-zobam	XM-EAELASS0086	Headlight	6.88	installed	1
GHEDZEHRLGJ237205	002	Xx-zobam	XM-EAEM0146	Shift improver	99.66	installed	1
GHEDZEHRLGJ237205	002	Xx-zobam	XM-EAES0106	Rotational sensor	46.21	installed	1
GHEDZEHRLGJ237205	002	Xx-zobam	XM-EAES0110	TDC sensor	95.66	installed	1
HXP0L3Y7NRP032607	005	Xx-zobam	XM-EAES0093	Airbag sensor	36.37	installed	1
HXP0L3Y7NRP032607	005	Xx-zobam	XM-PACBS0194	Hydraulic booster unit	12.03	installed	2
JZKBFXYGWL5900436	003	Xx-zobam	XM-BAED0029	Hinge	15.53	installed	1
JZKBFXYGWL5900436	003	Xx-zobam	XM-EAEAD0047	Subwoofer	19.80	installed	1
JZKBFXYGWL5900436	003	Xx-zobam	XM-EAELASS0091	Tail light	56.62	installed	1
KCXGZEVS1QW404654	002	Xx-zobam	XM-EAEIS0078	Ignition box	49.60	installed	4
KCXGZEVS1QW404654	003	Xx-zobam	XM-EAEESS0055	Battery box	45.73	installed	2
KW1EHM2N1UB940362	001	Xx-zobam	XM-10141	Fuse Box: The Alternative Tribute	30.67	received	1
KW1EHM2N1UB940362	001	Xx-zobam	XM-EAEESS0055	Battery box	2.12	ordered	1
KW1EHM2N1UB940362	001	Xx-zobam	XM-PACBS0173	Brake line	9.96	received	1
KZQ5C1NSWAJ790169	002	Xx-zobam	XM-EAES0101	Manifold absolute pressure sensor	67.09	installed	1
KZQ5C1NSWAJ790169	002	Xx-zobam	XM-EAES0126	Thermostat	16.17	installed	1
KZQ5C1NSWAJ790169	002	Xx-zobam	XM-EAESS0116	Starter drive	84.39	installed	1
KZQ5C1NSWAJ790169	002	Xx-zobam	XM-EAESS0117	Starter Motor	41.00	installed	2
L712UQJXM4L524142	003	Xx-zobam	XM-EAEAD0045	Speaker	28.19	installed	1
L712UQJXM4L524142	003	Xx-zobam	XM-EAES0127	Frame Switch	67.95	installed	1
M3VW8YIQKWT779745	003	Xx-zobam	XM-BAEW0034	Sunroof	62.80	installed	1
MRHT53HXAKW856444	001	Xx-zobam	XM-EAEIS0081	Ignition controller	42.08	installed	1
MRHT53HXAKW856444	005	Xx-zobam	XM-EAELASS0084	Fog Light	35.15	installed	1
MRHT53HXAKW856444	005	Xx-zobam	XM-EAES0125	Switch panel	83.36	installed	1
MRHT53HXAKW856444	005	Xx-zobam	XM-PACBS0164	ABS steel pin	25.68	installed	1
N64LL1WC63N759701	004	Xx-zobam	XM-BAE0007	Fender Musical Instruments Corporation	20.19	installed	1
N64LL1WC63N759701	004	Xx-zobam	XM-EAEESS0058	Battery control system	12.33	installed	4
N64LL1WC63N759701	004	Xx-zobam	XM-EAEESS0059	Battery plate	34.39	installed	1
N64LL1WC63N759701	004	Xx-zobam	XM-EAEGAM0074	Water temperature meter	0.39	installed	1
NM3BN4RJS1M492634	003	Xx-zobam	XM-EAEM0134	Central locking system	27.96	installed	1
NM3BN4RJS1M492634	003	Xx-zobam	XM-EAES0094	Anti-pinch sensor	87.30	ordered	2
NM3BN4RJS1M492634	003	Xx-zobam	XM-PACBS0180	Brake servo	93.93	installed	1
NM3BN4RJS1M492634	003	Xx-zobam	XM-PACBS0189	Hold-down springs	53.20	installed	2
NVHYWIDW4WI400980	001	Xx-zobam	XM-BAE0004	Cowl screen	12.57	received	4
NVHYWIDW4WI400980	001	Xx-zobam	XM-BAE0009	Front fascia and header panel	65.73	received	1
NVHYWIDW4WI400980	001	Xx-zobam	XM-EAECS0051	Alternator fan	69.40	ordered	1
OQPBCN4Y1YB733979	001	Xx-zobam	XM-BAED0032	Centre Locking	142.87	installed	1
OQPBCN4Y1YB733979	001	Xx-zobam	XM-EAEIS0080	Ignition coil parts	81.54	installed	1
OQPBCN4Y1YB733979	001	Xx-zobam	XM-EAESS0115	Starter	51.26	installed	4
QVSOV4QTXAE520972	001	Xx-zobam	XM-EAEESS0060	Battery tray	24.33	received	1
QVSOV4QTXAE520972	001	Xx-zobam	XM-PACBS0168	Brake backing plate	23.03	ordered	1
SAN8CKZV8O6386790	002	Xx-zobam	XM-ICS0159	Seat Belt	7.36	installed	1
SLY1Q4WQXLP675951	002	Xx-zobam	XM-PACBS0193	Brake duct hose	18.89	installed	2
SO6WD25XQVR636495	001	Xx-zobam	XM-BAE0016	Spoiler	16.08	installed	1
SO6WD25XQVR636495	001	Xx-zobam	XM-EAES0112	IMA sensor	65.71	ordered	1
SO6WD25XQVR636495	001	Xx-zobam	XM-EAESS0116	Starter drive	121.57	ordered	1
SO6WD25XQVR636495	001	Xx-zobam	XM-PACBS0174	Brake pad	22.75	received	1
SO6WD25XQVR636495	002	Xx-zobam	XM-BAE0021	Valance	64.50	ordered	1
SO6WD25XQVR636495	002	Xx-zobam	XM-EAEAD0047	Subwoofer	60.82	received	1
SO6WD25XQVR636495	002	Xx-zobam	XM-EAEGAM0063	Clinometer	61.54	installed	4
SO6WD25XQVR636495	002	Xx-zobam	XM-PACBS0188	Dual circuit brake system	59.94	ordered	1
VLYZ0TBEDGM584853	004	Xx-zobam	XM-PACBS0174	Brake pad	17.97	installed	2
VTVE6444244403193	001	Xx-zobam	XM-EAEIS0076	Distributor	30.14	installed	2
VTVE6444244403193	001	Xx-zobam	XM-EAEIS0080	Ignition coil parts	32.58	installed	2
VTVE6444244403193	001	Xx-zobam	XM-PACBS0185	Calibrated friction brake	30.66	installed	1
VTVE6444244403193	002	Xx-zobam	XM-EAEM0139	Engine control unit	42.35	installed	1
VTVE6444244403193	002	Xx-zobam	XM-ICS0160	Seat bracket	37.41	installed	1
VTVE6444244403193	002	Xx-zobam	XM-PACBS0173	Brake line	38.24	installed	1
VWWOX3PM6QD757820	002	Xx-zobam	XM-BAE0007	Fender Musical Instruments Corporation	23.16	installed	2
VWWOX3PM6QD757820	002	Xx-zobam	XM-BAE0019	Trim package	6.66	installed	1
VWWOX3PM6QD757820	002	Xx-zobam	XM-EAES0120	Door switch	21.88	installed	1
VWWOX3PM6QD757820	002	Xx-zobam	XM-EAEWH0129	Engine compartment harness	25.07	installed	1
W17V1HTH5IW129737	002	Xx-zobam	XM-EAEIS0075	Coil wire	49.22	installed	1
YFV4PPW4SW8405660	005	Xx-zobam	XM-EAEAD0046	Tuner	169.77	installed	1
YFV4PPW4SW8405660	005	Xx-zobam	XM-EAEESS0057	Battery cable	72.39	installed	2
YFV4PPW4SW8405660	005	Xx-zobam	XM-EAES0123	Steering column switch	53.21	installed	1
YFV4PPW4SW8405660	005	Xx-zobam	XM-ICS0153	Armrest	93.17	installed	1
Z8KJQAZ0L2C379316	003	Xx-zobam	XM-EAES0102	Oxygen sensor	173.57	installed	1
Z8KJQAZ0L2C379316	003	Xx-zobam	XM-EAES0123	Steering column switch	150.62	installed	1
0JMXH7GQF1K570196	001	Yearin	YN-BAE0009	Front fascia and header panel	27.14	installed	1
0O56VQ0TP1C342110	004	Yearin	YN-EAEGAM0062	Ammeter	213.37	installed	1
0O56VQ0TP1C342110	004	Yearin	YN-ICS0162	Seat track	266.98	installed	1
0SR7K3TGOVW149442	002	Yearin	YN-EAEM0144	Relay connector	10.95	installed	1
0SR7K3TGOVW149442	002	Yearin	YN-EAESS0116	Starter drive	12.30	installed	1
0SR7K3TGOVW149442	002	Yearin	YN-PACBS0180	Brake servo	7.57	installed	1
2DHOH4P4672123749	001	Yearin	YN-EAELASS0092	Tail light cover	114.80	installed	1
2DHOH4P4672123749	001	Yearin	YN-EAEM0139	Engine control unit	31.95	installed	1
3NED8CVSG6V494138	001	Yearin	YN-EAEAD0043	Radio and media player	76.58	installed	1
3NED8CVSG6V494138	001	Yearin	YN-EAEWH0131	Underfloor harness	97.18	installed	1
3NED8CVSG6V494138	001	Yearin	YN-ICS0157	Fastener	8.77	installed	1
3NED8CVSG6V494138	001	Yearin	YN-ICS0160	Seat bracket	76.97	installed	1
3P0R7483FP1117876	002	Yearin	YN-EAEM0150	Wiring connector	25.85	received	1
3P0R7483FP1117876	004	Yearin	YN-BAE0017	Front spoiler	1.81	ordered	1
3P0R7483FP1117876	004	Yearin	YN-EAELASS0091	Tail light	113.27	received	2
3P0R7483FP1117876	004	Yearin	YN-PACBS0195	Load-sensing valve	13.47	installed	1
5IZQ0A8JNL8536828	003	Yearin	YN-EAES0125	Switch panel	60.25	ordered	1
6WRD8C6784B120048	003	Yearin	YN-BAE0001	Bumper	8.24	installed	1
6WRD8C6784B120048	003	Yearin	YN-EAEAD0045	Speaker	18.05	installed	1
6WRD8C6784B120048	003	Yearin	YN-EAESS0115	Starter	17.08	installed	1
8LPZZLYHF77014597	002	Yearin	YN-EAEGAM0068	Speedometer	88.54	installed	1
8LPZZLYHF77014597	002	Yearin	YN-ICS0160	Seat bracket	81.59	installed	1
A1S3JZU0RGM394036	001	Yearin	YN-BAE0012	Quarter panel	0.19	installed	1
A1S3JZU0RGM394036	001	Yearin	YN-EAECS0052	Other alternator parts	19.47	installed	4
A1S3JZU0RGM394036	001	Yearin	YN-EAEWH0131	Underfloor harness	8.42	installed	1
A1S3JZU0RGM394036	001	Yearin	YN-PACBS0178	Brake roll	5.38	installed	1
BQ1P8TA2OBE090669	002	Yearin	YN-EAECS0052	Other alternator parts	48.71	installed	1
BQ1P8TA2OBE090669	002	Yearin	YN-EAEESS0055	Battery box	28.30	received	1
BQ1P8TA2OBE090669	002	Yearin	YN-EAES0108	Transmission input and output sensor	80.15	installed	1
FPJBMT3OOG8061158	004	Yearin	YN-BAED0025	Inner door handle	8.60	installed	1
FPJBMT3OOG8061158	004	Yearin	YN-EAES0106	Rotational sensor	14.40	installed	1
FPJBMT3OOG8061158	004	Yearin	YN-ICS0159	Seat Belt	43.14	installed	1
GTTYZXB3YJG754847	001	Yearin	YN-EAEGAM0070	Temperature gauge	116.45	installed	4
GTTYZXB3YJG754847	001	Yearin	YN-PACBS0172	Brake drum	37.93	installed	1
GTTYZXB3YJG754847	001	Yearin	YN-PACBS0179	Brake rotor	9.95	installed	2
GTTYZXB3YJG754847	001	Yearin	YN-PACBS0195	Load-sensing valve	95.47	installed	1
HXP0L3Y7NRP032607	001	Yearin	YN-EAEM0139	Engine control unit	20.29	installed	1
HXP0L3Y7NRP032607	001	Yearin	YN-EAEWH0128	Air conditioning harness	22.85	installed	3
I2Y84J2JYUI249817	003	Yearin	YN-BAE0000	Bonnet/hood	61.15	received	1
IQ73NEIBJNB403342	003	Yearin	YN-BAEW0034	Sunroof	24.32	installed	1
IQ73NEIBJNB403342	003	Yearin	YN-EAEGAM0069	Tachometer	37.36	installed	1
IQ73NEIBJNB403342	003	Yearin	YN-EAEIS0075	Coil wire	1.50	installed	1
IQ73NEIBJNB403342	003	Yearin	YN-EAES0111	MAP sensor	41.08	installed	1
IQ73NEIBJNB403342	004	Yearin	YN-EAEM0143	Performance Monitor	12.54	installed	1
IQ73NEIBJNB403342	004	Yearin	YN-EAES0100	Light sensor	2.78	installed	1
IQ73NEIBJNB403342	004	Yearin	YN-PACBS0166	Anchor	6.70	installed	1
JA7U5AG0WEE170652	003	Yearin	YN-BAEW0036	Window motor	7.43	ordered	1
JA7U5AG0WEE170652	003	Yearin	YN-EAES0124	Switch cover	11.74	received	1
JA7U5AG0WEE170652	003	Yearin	YN-EAEWH0131	Underfloor harness	21.82	installed	3
JA7U5AG0WEE170652	003	Yearin	YN-ICS0158	Headrest	17.83	received	1
JZKBFXYGWL5900436	002	Yearin	YN-BAEW0035	Sunroof motor	12.99	installed	2
JZKBFXYGWL5900436	002	Yearin	YN-EAEM0147	Speed controller	2.81	installed	1
JZKBFXYGWL5900436	002	Yearin	YN-ICS0162	Seat track	30.79	installed	1
K3MTK4TIJNU760358	002	Yearin	YN-EAELASS0089	License plate lamp	56.77	installed	1
K3MTK4TIJNU760358	002	Yearin	YN-EAES0101	Manifold absolute pressure sensor	45.98	installed	1
K3MTK4TIJNU760358	002	Yearin	YN-PACBS0193	Brake duct hose	135.51	installed	1
KCXGZEVS1QW404654	004	Yearin	YN-PACBS0196	Master Cylinder	45.40	installed	1
L712UQJXM4L524142	002	Yearin	YN-EAELASS0085	Halogen	91.22	installed	1
L712UQJXM4L524142	002	Yearin	YN-EAELASS0086	Headlight	27.38	installed	2
L712UQJXM4L524142	002	Yearin	YN-EAES0114	ABS sensor	19.91	installed	5
L712UQJXM4L524142	002	Yearin	YN-IFCAP0152	Center console	31.77	installed	1
LYPZILOBZ87153615	002	Yearin	YN-EAEAD0043	Radio and media player	28.26	installed	1
LYPZILOBZ87153615	002	Yearin	YN-EAEIS0080	Ignition coil parts	59.58	installed	1
LYPZILOBZ87153615	002	Yearin	YN-EAES0100	Light sensor	76.39	installed	1
LYPZILOBZ87153615	002	Yearin	YN-PACBS0186	Caliper	75.63	installed	1
M0S6NVFHN2E042385	002	Yearin	YN-BAED0025	Inner door handle	149.53	installed	1
M0S6NVFHN2E042385	002	Yearin	YN-BAEW0038	Windshield	219.61	installed	2
M0S6NVFHN2E042385	002	Yearin	YN-EAEM0138	Engine computer and management system	14.50	installed	1
MPXFMDRYC6D036656	002	Yearin	YN-BAE0022	Welded assembly	7.96	installed	1
MPXFMDRYC6D036656	002	Yearin	YN-EAEM0149	Transmission computer	28.74	installed	1
MPXFMDRYC6D036656	002	Yearin	YN-EAES0102	Oxygen sensor	2.11	installed	1
MPXFMDRYC6D036656	002	Yearin	YN-PACBS0198	Other braking system parts	26.89	installed	4
MRHT53HXAKW856444	004	Yearin	YN-EAELASS0086	Headlight	24.03	installed	1
MRHT53HXAKW856444	004	Yearin	YN-EAEWH0128	Air conditioning harness	88.41	installed	1
MRHT53HXAKW856444	004	Yearin	YN-PACBS0196	Master Cylinder	30.07	installed	2
OMDPS8X50N7546352	001	Yearin	YN-EAES0105	Rain sensor	18.63	installed	1
OMDPS8X50N7546352	001	Yearin	YN-EAESS0115	Starter	12.44	installed	1
OMDPS8X50N7546352	001	Yearin	YN-ICS0159	Seat Belt	0.17	installed	1
OMDPS8X50N7546352	001	Yearin	YN-PACBS0181	Brake shoe	3.98	installed	1
OQPBCN4Y1YB733979	003	Yearin	YN-BAE0010	Grille	53.59	installed	1
OQPBCN4Y1YB733979	003	Yearin	YN-EAES0108	Transmission input and output sensor	122.40	installed	2
P54475O4N8K403608	004	Yearin	YN-BAE0003	Exposed bumper	84.17	installed	1
Q6C80HSWMFK634460	004	Yearin	YN-BAE0017	Front spoiler	13.66	installed	1
Q6C80HSWMFK634460	004	Yearin	YN-PACBS0168	Brake backing plate	22.59	installed	1
SMZSGMQWSKI621717	002	Yearin	YN-EAEIS0080	Ignition coil parts	22.39	installed	1
SMZSGMQWSKI621717	002	Yearin	YN-PACBS0185	Calibrated friction brake	3.43	installed	1
U6AKQW00N22614671	001	Yearin	YN-PACBS0163	Anti-lock braking system	126.33	installed	4
VOCIAMIZKKN350227	002	Yearin	YN-EAEM0143	Performance Monitor	29.23	ordered	1
VOCIAMIZKKN350227	002	Yearin	YN-EAES0109	ABS brack sensor	4.39	received	1
VOCIAMIZKKN350227	002	Yearin	YN-EAES0125	Switch panel	10.02	received	1
