INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('036EG6XGHFJ822528-001', '036EG6XGHFJ822528', '1', 'Bioholding', 'user09', 81.07000000000001);
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAE0018', '1RMG763RUOZ482821-003', 'Rear spoiler', 'ordered', '9.92', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAED0028', '1RMG763RUOZ482821-003', 'Door watershield', 'installed', '86.07', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEESS0060', '1RMG763RUOZ482821-003', 'Battery tray', 'received', '96.50', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAES0107', '1RMG763RUOZ482821-003', 'Temperature sensor', 'installed', '115.91', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEESS0061', '1U7J5TO2RMU974230-001', 'Voltage regulator', 'installed', '24.37', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEM0149', '1U7J5TO2RMU974230-001', 'Transmission computer', 'installed', '1.28', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-ICS0161', '1U7J5TO2RMU974230-001', 'Seat cover', 'installed', '34.18', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0185', '1U7J5TO2RMU974230-001', 'Calibrated friction brake', 'received', '25.74', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEESS0060', '1V61QHRD20E210923-002', 'Battery tray', 'ordered', '68.89', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAELASS0088', '1V61QHRD20E210923-002', 'Interior light and lamp', 'received', '43.86', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAES0096', '1V61QHRD20E210923-002', 'Crankshaft position sensor', 'received', '57.71', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0180', '1V61QHRD20E210923-002', 'Brake servo', 'received', '44.88', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAED0023', '2Y1UCXYY50T192604-005', 'Door beam and panel', 'installed', '87.55', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEGAM0064', '2Y1UCXYY50T192604-005', 'Dynamometer', 'installed', '59.29', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAELASS0083', '2Y1UCXYY50T192604-005', 'Engine bay lighting', 'installed', '149.48', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAES0094', '2Y1UCXYY50T192604-005', 'Anti-pinch sensor', 'installed', '26.01', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAES0103', '3EAZYH5SPE8904041-001', 'Power-steering pressure sensor', 'installed', '59.99', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0175', '3EAZYH5SPE8904041-001', 'Brake pedal', 'installed', '61.25', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0197', '55M41D1AGKW204016-003', 'Metering valve', 'installed', '43.93', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEM0132', '6ZG2Z4HYIKW532605-001', 'Air bag control module', 'installed', '46.19', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0183', '6ZG2Z4HYIKW532605-001', 'Shoe web', 'installed', '91.00', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0184', '6ZG2Z4HYIKW532605-001', 'Brake warning light', 'installed', '75.04', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0168', 'A1GTY6T551Q455502-001', 'Brake backing plate', 'installed', '52.89', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEGAM0073', 'EJET1HMTOKB682315-001', 'Voltmeter', 'received', '37.07', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-ICS0155', 'EJET1HMTOKB682315-001', 'Bucket Seat', 'ordered', '3.39', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEM0132', 'F42NYNK4BK3657449-002', 'Air bag control module', 'installed', '53.30', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAESS0115', 'F42NYNK4BK3657449-002', 'Starter', 'installed', '24.06', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0186', 'F42NYNK4BK3657449-002', 'Caliper', 'installed', '15.23', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAE0002', 'HJHFHI4TARG736468-001', 'Unexposed bumper', 'installed', '96.92', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAELASS0091', 'HJHFHI4TARG736468-001', 'Tail light', 'installed', '102.93', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-ICS0160', 'HJHFHI4TARG736468-001', 'Seat bracket', 'installed', '45.79', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAE0019', 'I5E5PHXL5CF199096-002', 'Trim package', 'received', '23.70', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEAD0041', 'I5E5PHXL5CF199096-002', 'Antenna assembly', 'received', '44.95', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEM0133', 'I5E5PHXL5CF199096-002', 'Alarm and siren', 'installed', '37.11', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAES0114', 'I5E5PHXL5CF199096-002', 'ABS sensor', 'ordered', '12.54', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAE0013', 'J05SWPOXE56492516-001', 'Radiator core support', 'installed', '124.65', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0166', 'J05SWPOXE56492516-001', 'Anchor', 'installed', '39.08', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAE0001', 'JA7U5AG0WEE170652-001', 'Bumper', 'ordered', '1.15', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAE0013', 'JA7U5AG0WEE170652-001', 'Radiator core support', 'ordered', '38.45', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEESS0059', 'LYPZILOBZ87153615-003', 'Battery plate', 'installed', '54.12', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEM0138', 'LYPZILOBZ87153615-003', 'Engine computer and management system', 'installed', '48.48', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAE0006', 'ME064DUO8S0025936-005', 'Fascia rear and support', 'installed', '23.82', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAE0011', 'ME064DUO8S0025936-005', 'Pillar and hard trim', 'ordered', '3.95', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEM0136', 'ME064DUO8S0025936-005', 'Cruise control computer', 'received', '38.96', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEWH0128', 'ME064DUO8S0025936-005', 'Air conditioning harness', 'ordered', '34.45', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEM0140', 'MPXFMDRYC6D036656-005', 'Fuse', 'installed', '15.68', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEWH0128', 'MPXFMDRYC6D036656-005', 'Air conditioning harness', 'installed', '17.68', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEM0137', 'MTBE6DK55IO892347-002', 'Door contact', 'received', '22.80', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAES0102', 'MTBE6DK55IO892347-002', 'Oxygen sensor', 'received', '52.39', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-ICS0153', 'MTBE6DK55IO892347-002', 'Armrest', 'received', '66.22', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAES0113', 'N64LL1WC63N759701-001', 'Oil level sensor', 'installed', '15.31', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0182', 'N64LL1WC63N759701-001', 'Brake lining', 'installed', '20.11', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAEW0035', 'OY3DWMTTXNP309610-003', 'Sunroof motor', 'ordered', '0.49', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEWH0131', 'OY3DWMTTXNP309610-003', 'Underfloor harness', 'ordered', '33.43', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-ICS0157', 'OY3DWMTTXNP309610-003', 'Fastener', 'installed', '35.82', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0183', 'OY3DWMTTXNP309610-003', 'Shoe web', 'installed', '11.04', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0178', 'P54475O4N8K403608-001', 'Brake roll', 'installed', '115.82', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAE0000', 'PYWDSWXK5X5262660-001', 'Bonnet/hood', 'installed', '39.40', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAECS0049', 'PYWDSWXK5X5262660-001', 'Alternator bearing', 'installed', '47.59', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEM0143', 'PYWDSWXK5X5262660-001', 'Performance Monitor', 'installed', '31.82', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0184', 'PYWDSWXK5X5262660-001', 'Brake warning light', 'installed', '50.69', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAE0011', 'PYWDSWXK5X5262660-003', 'Pillar and hard trim', 'installed', '45.68', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAES0102', 'PYWDSWXK5X5262660-003', 'Oxygen sensor', 'installed', '22.47', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAES0104', 'PYWDSWXK5X5262660-003', 'Pressure sensor', 'installed', '25.85', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0166', 'PYWDSWXK5X5262660-003', 'Anchor', 'installed', '69.36', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAE0008', 'TRB4XOLO3Y2181257-002', 'Front clip', 'installed', '14.55', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAES0096', 'TRB4XOLO3Y2181257-002', 'Crankshaft position sensor', 'installed', '29.28', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0196', 'TRB4XOLO3Y2181257-002', 'Master Cylinder', 'installed', '36.72', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAESS0117', 'U1GXDUQ2NVP642154-003', 'Starter Motor', 'received', '27.03', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAESS0119', 'U1GXDUQ2NVP642154-003', 'Spark Plug', 'ordered', '33.00', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0197', 'U1GXDUQ2NVP642154-003', 'Metering valve', 'received', '83.72', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAE0014', 'UU2VI1MPOCJ886472-002', 'Rocker panel', 'installed', '82.14', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAES0096', 'UU2VI1MPOCJ886472-002', 'Crankshaft position sensor', 'installed', '11.38', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAECS0051', 'UVK0K4YAN4D361432-001', 'Alternator fan', 'installed', '91.60', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-IFCAP0152', 'UVK0K4YAN4D361432-001', 'Center console', 'ordered', '120.75', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0189', 'UVK0K4YAN4D361432-001', 'Hold-down springs', 'received', '2.75', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0190', 'UVK0K4YAN4D361432-001', 'Hose', 'installed', '142.64', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAELASS0087', 'VTJI8XXO2CO552773-001', 'Headlight motor', 'received', '14.14', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAE0001', 'ZO6LSHSSJHC695220-002', 'Bumper', 'received', '20.32', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAEW0040', 'ZO6LSHSSJHC695220-002', 'Window seal', 'received', '0.95', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-EAEESS0056', 'ZO6LSHSSJHC695220-002', 'Battery cable terminal', 'ordered', '3.63', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-PACBS0172', 'ZO6LSHSSJHC695220-002', 'Brake drum', 'installed', '13.82', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-BAE0005', '03KAPEOTGE8482192-002', 'Decklid', 'received', '50.91', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAELASS0088', '03KAPEOTGE8482192-002', 'Interior light and lamp', 'ordered', '2.49', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAEM0132', '03KAPEOTGE8482192-002', 'Air bag control module', 'ordered', '20.43', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-PACBS0187', '03KAPEOTGE8482192-002', 'Combination valve', 'installed', '33.39', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-BAE0022', '05PN35GUCGU088819-002', 'Welded assembly', 'installed', '27.67', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAEESS0054', '05PN35GUCGU088819-002', 'Performance battery', 'installed', '11.02', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-PACBS0174', '05PN35GUCGU088819-002', 'Brake pad', 'installed', '34.08', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAEAD0045', '05PN35GUCGU088819-004', 'Speaker', 'installed', '37.35', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAELASS0092', '05PN35GUCGU088819-004', 'Tail light cover', 'installed', '20.94', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAES0100', '05PN35GUCGU088819-004', 'Light sensor', 'installed', '27.61', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-PACBS0196', '05PN35GUCGU088819-004', 'Master Cylinder', 'installed', '37.83', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAEM0135', '1V61QHRD20E210923-003', 'Chassis control computer', 'received', '42.41', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAES0108', '1V61QHRD20E210923-003', 'Transmission input and output sensor', 'installed', '56.24', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-PACBS0190', '2DHOH4P4672123749-003', 'Hose', 'installed', '90.38', '1');
